sid	uid	class	text
259053676495258000	245172868	objective-OR-neutral	@deniszhirov @DiqueSoyPrieto @_KevCastillo Monday is the tournament. Weight class Negros. #whoboutit
259502773194854000	322569070	positive	All Ricky Martin's fans interested in joining SIPs, you are welcome to do so. Theme Mustache 20oct Sat tag under #SexySoulsInterestingPics
263749655375012000	56182409	positive	Love it when you have Bale first scorer, 2nd time in a week #loveit
263433841400746000	426121345	neutral	Trip to Fredonia in the works for this Friday. Looking to play on Valentine's new table. Msg me for more details.
251399860056625000	371918166	objective	ESPN- Indians fire manager Acta with six games left: The Cleveland Indians fired manager Manny Acta on Thursday,... http://es.pn/TI5LlG�Â� 
198542608312705000	72435952	positive	Thank you to all of our parents& guidance staff for our annual Academic Signing Day on Thursday! I'll post photos soon!
263872478613479000	271877284	positive	Scorcher Fest returns to the Duke again for a huge day of LIVE music! This years RECORD 180 ACTS! Sunday 18th... http://fb.me/2dmZ5hepW�Â� 
261395521938260000	538018678	positive	Game 3 tomorrow!!! I'm excited in this shit than the coming pro bowl haha
263283844860494000	198992878	objective-OR-neutral	Bill Murray: Yeah, on Monday I am off to meet Infinity Ward about the next game, Modern Warfare 4, Im doing work on the sequel to MW3
263939558343864000	123825423	positive	Sat here with a cuppa coffee, watching Jeremy Kyle with @susancallinanxD #lovely
261330977408831000	172647791	objective-OR-neutral	I want to watch The Vow, so guess whose gonna watch that tomorrow night,.with tissues?! ---->>> Thiss girl :))
262408059022897000	389086484	neutral	@pushplayjt the @okcthunder should have traded @JHarden13 for Monta Ellis and 1st round pick... #smh #bucks #thunde #bemilwaukee #BucksPride
255236303304655000	38648343	negative	She said that some day soon, the sun was gonna shine. And she...couldn't have been more wrong! My Valentine.
263390280118579000	13788602	neutral	I think I may know the story of the party nail. Salina Gomez jammed her finger the night before the Grammy awards. I rock a party toe today!
258305915575476000	34849288	positive	First the Superbowl now Revel will finally be released on DVD on Nov 24th! My day is complete!!!! Oh how I love my Bey
263660996193812000	20028629	objective	I am going home tonight and sleeping until about 5:30 pm tomorrow, just in time to get to Durham for the Duke game.
262021967425708000	451588562	positive	Safe and sound at #FLIBS We'll be all over the docks tomorrow!
217664727529165000	587327484	positive	just #watched Dream High 2 episode 1, I'll watch it tomorrow for next episode :D ..
264226967392514000	231461860	negative	awwww shit I still got some new Amsterdam in the fridge. mmhmm tomorrow after work ima need that before I go out
236803514909741000	211726260	neutral	"on February 13th. ""Desperation Day"" A magical night, when a ten has the self-esteem of a four and the depraved enthusiasm of a two. :bd"
263164899939729000	29877731	positive	@thehawk38 I smell a 2nd PRO BOWL for my boy! Best safety in the league! Shout out for that solid legal hit! #TheHawk4ProBowl
240091880912720000	269870381	positive	Ben Amos doing well @Hull .Another clean sheet. He says he's enjoying the challenge of playing regular 1st team football. #MUFC
249744849148977000	21550315	neutral	"I'm not the go out type. Saturday nights are my ""stay up all night with the fellas on 360"" night, but I think I'll dive into Paterno's bio."
264064103805497000	80252413	positive	SNEAK PEEK: Check out the 12 Freebies you can get at CVS on Black Friday! Link in the first comment:
262265790017987000	908322512	positive	Afterwork social @2552 S. King Dr. from 4-9 saturday. steppin,food, drinks. 5 days work and sixth day for relaxation.
226676572592153000	619572626	objective-OR-neutral	@HockeyyInsiderr Gagner has been in trade rumours since the beginning of the year. Can't claim 1st on this one bud.
263603782045270000	159673191	positive	If you haven't seen your Good Giving Guide yet, check it out online. The Challenge starts Nov 1 - we appreciate your support!...
263197243157397000	17572822	objective-OR-neutral	Here are the five Capital One Cup matches tonight and some potential upsets on the cards - Swindon to beat Aston Villa? http://www.bettingpro.com/category/Football/Capital-One-Cup-Tuesday-fixtures-and-preview-201210290060/�Â� �â��¦
258039036013314000	286412465	objective	Article 54: A Bro is required to go out with his Bros on official Bro holidays; halloween, New Year's Eve, and Desperation Day (February 13)
263478788082516000	410297617	positive	Channing Tatum may not be that good of an actor but he sure as hell can dance #ayyyyye
259728367182553000	110491117	negative	How are you spending your Saturday night? I'm currently sitting crying my eyes out to The Vow.
264256882024280000	417087119	objective-OR-neutral	I think my mom might buy me the box set bc i've been bugging her about MSG and i told her i'd give her $30 if she got it before november 14
257813936324362000	202119297	objective-OR-neutral	Capello: I'll Tweak Lineup for Azerbaijan Game: Coach Fabio Capello said Monday he will tweak the Russian lineup... http://bit.ly/RsE2zk�Â� 
257365569974710000	52777985	negative	"@Iiamneeson all I can say is that it was very unrealistic. The 1st movie was better-storyline, dialogue! And of course ""The Grey"" thumbs up!"
264253115405046000	803461274	objective	The boys will do promo in Sweden today (November 2nd) and they will perform on Sweden XF tonight, live stream here http://www.tv4play.se/program/x-factor?video_id=2222929�Â� �â��¦
264169854049862000	803769620	negative	Tomorrow is last day for early voting in Nevada. I am not inspired to vote early. I don't like many of the choices. Most suck balls.
264095454864740000	14067678	positive	Oingo Boingo (well, most of the band) tomorrow & Leonard Cohen on Monday. #DudeImStoked
261756309689483000	320149524	positive	Harry Redknapp 2nd favourite at 7/4 to be next blackburn boss!! venkys please make this happen!!!! #makeredknapparover
262704083696247000	168558687	objective	ALL 49'ers fans, go vote for @jgoody59 for the 2013 Pro Bowl. http://www.nfl.com/probowl/ballot�Â�  you may vote as many times as you like.
264139734790586000	916036898	objective	NBA NEWS: The New York Knicks will take on the Miami Heat at MSG on Saturday (Australian Time) in their season... http://fb.me/1mrs12uo1�Â� 
263949187958338000	17839223	negative	"Can't watch Rafa's ""I'll be back"" video til the end, it's too heartbreaking :( plus it just reminded me he was up 5/1 in AO 5th set..."
261021661959164000	36502408	neutral	New Basics Foundation for January just listed, beginning Monday January 28th - that's right, Australia Day public... http://fb.me/24X9OtT17�Â� 
264061992522899000	101707794	neutral	Andre's Wigan Warning: Wigan might currently occupy 15th place in the Premier League, but Andre Villas-Boas is w... http://bit.ly/TdkAba�Â� 
248636358644605000	405278501	objective-OR-neutral	3rd day in a row catching my mom watching Sophia grace and Rosie #obsessed #shelikesrosie #seriousfan
264032355398844000	136935512	positive	A1 Live in Cebu at the Waterfront Cebu Hotel and Casino on November 23 http://cebufinest.com/a1-live-in-cebu-at-the-waterfront-cebu-hotel-and-casino-on-november-23/�Â� �â��¦ #CebuFinest
238317297377362000	763345759	positive	@IBGDRGN Today is our Chinese July 7th Valentine's day I hope you will soon find you that she wishes you to be happy Happy Valentine's Day
261782415662526000	362119227	objective	Sat here watching Celebrity Juice again 3rd time today with my mum.
262629206503072000	24320388	positive	YAY!!! We are front page on Will Ferrell's Funny or Die for the 24th time! Check it out!... http://fb.me/2uvQlqRcc�Â� 
260095716108681000	222847105	objective-OR-neutral	@MrsCheddies mid-Feb at the moment. I'm hoping it arrives before Chinese New Year!
263963523669975000	119992068	positive	"Higgins ""Great experience for the young group and to meet with Premier League teams a real highlight"" ""Very young squad to play on Sat"""
252897478272250000	27707996	neutral	"Bucks backcourt mates Brandon Jennings and Monta Ellis had a ""little brother-big brother"" talk on Sunday, as Jennings described it."
225001158484308000	479862373	negative	They should make february 13th Desperation Day.
251491365702222000	538454869	negative	It seem like it's NATIONAL KISSING DAY every other THURSDAY! Who tf made that shit up??!
255451593170903000	538335950	positive	"@jennettemccurdy wow look at this another amazing Monday ""Jennette On Ellen"" in 8 place we do this for you we love you pic.twitter.com/lTHURVaW"
263676570185634000	105891984	neutral	"Georgetown playing JMU in ""secret scrimmage"" on Saturday while GMU does the same at Marquette. http://cbsprt.co/YnOAEA�Â�  (h/t @gmuhoops )"
263012460678754000	543680720	positive	@CodySIO Im so excited for when you come to Northern Lights on the 27th it will probably make my life.
264098605927903000	177693793	positive	Wow my last RT. It's only been 4 years since Verm's arrival. He's now Captain and will make his 100th start for AFC on Sat. Time flies.
263440028674437000	505328730	positive	Goodnight bots! Tomorrow remember 106 & Park, MOBO Twitter chat, and David Letterman with @RitaOra! Good day for the Bots!
257813495104545000	117700768	neutral	Sat waiting for the bus trying to beat my high score on Temple Run #justbecause
258347799106703000	392567857	neutral	This next Superbowl is on my (21st) birthday. Random fact of the day.
253319789680947000	310530980	negative	Count day tomorrow shouldnt even GO ! Winans is CRAZY -_-
214914363675521000	62633528	negative	Ghost Rider 2 is some bullshit smh it will be back in the red box tomorrow
228336950883529000	348159843	objective	Endymion for the 4th time i blieve.! ahaha #TeamOrjan #CLHRDay
264204158641512000	632318467	objective-OR-neutral	Off to bed with sexy Mr man, tomorrow morning watch out Galveston here we come just made 100 jello shots
248616610619875000	130232225	positive	ok Im off twitter for the night til tomorrow Bomb Squad enjoy ur night love you much!
264148302763807000	177219633	positive	Thinking Thursday: Your affectionate WORSHIP will lead you into effective WARFARE! ~Narda Goodson, 2012 Narda's Nuggets
182767706762781000	10086082	objective	3 hrs to go before the 2nd to the last episode! Wherever You Are Josh Bradley | David Archuleta In Nandito Ako | Alwyn Ana RS In TV5 Manila
197375356469117000	262886041	neutral	i want tickets to the Thursday Game Heat vs Knicks (Game 3) hmm...
259462275512037000	148226042	neutral	Imma need Brook Lopez to get more aggressive on the boards. 7 feet tall, c'mon son
262192029453398000	249856697	positive	Bulls season tips off Wednesday night vs Sacramento Kings. Excited is not the word.
264089234183438000	585040907	positive	@plumpyTM Getting my Xbox back tomorrow! Honestly can't wait! - My friends wants a competitive 3v3, see if Cole is up for it man!
264111338928894000	916133948	objective-OR-neutral	SASA will be having the first ever Bhangra Bootcamp on November 7th - 10pm at CIF! Only $5 to learn from our very own NACS 2012 Champions!
227648484138951000	160085181	negative	Centre suffering from 'policy paralysis', alleges Jayalalithaa: Jayalalithaa on Tuesday charged the UPA go... http://bit.ly/P84izT�Â�  #News
246382892685615000	276185778	positive	Eric Arc Elliott may be the best rapper in Flatbush ZOMBiES.
263734377148711000	45544240	objective-OR-neutral	Red delays new price anouncement till tomorrow 6PM. Sounds like they want to dig for Sony prices some more.
215167745426334000	63273514	objective-OR-neutral	July 8th... It's goin down at DAR Constitution Hall... I'm gonna make this last part rhyme... MB Y'ALL!!!!!
263792197999137000	255775617	positive	Scott & Evelyn Swanson, both work for FEMA. Happy to host trick-treaters tonight, Evelyn heads out tomorrow http://instagr.am/p/Rd0qwekroj/�Â� 
264255254164562000	787911902	positive	Cant wait to move to Hawaii this Saturday! Promotion, New townhouse, new car & with myKING... Definitely a happy girl :)
214772337952825000	427951019	negative	Ghost Rider 2's a bad movie compared to the 1st.
262230411902591000	27772453	positive	Okay, okay...Saturday OT just became worth it...someone came with Porto's cheese rolls! YUM!
260817895720890000	85344595	neutral	Westbound into the U.S.- ongoing bridge inspection- construction - may be delays - Eastbound into Canada- Trucks No delay -cars no delay
256397624326885000	370995039	objective-OR-neutral	JR Smith wanna be a starter so damn bad lol, nigga said 6th Man of the Year Award is not what he's thinking about
262673431907168000	16194566	objective	Today's future of news wood: free Hawkeye Lego toy on the cover of Murdoch's Sun http://pinterest.com/pin/118008452707468658/�Â� �â��¦
263751413602066000	285680794	objective	Parma's 3-1 v Roma: Biabiany was offside on the 1st pass attempt, but the ball stopped on the wet pitch and he received the ball on 2nd one!
263012401505505000	907897237	objective	Jennifer Aniston & Drew Barrymore: Fill In The Blank!: At the 2012 LACMA Art  Film Gala on Sat... http://adf.ly/EA8Hn�Â�  #Hollywood #news
264235528247988000	246376146	positive	AHHHHH just got Lauren's email!!! We are going to snap tomorrow #beready
264094914483204000	22502128	neutral	ASTROLOGY NUMEROLOGY NOW host Z. STARMAN talks about the upcoming MERCURY RETROGRADE that begins November 6th -... http://fb.me/1Js9Vmn1o�Â� 
264064216636486000	54218903	objective-OR-neutral	Bring it On CD signing and performance event w @Lin_Manuel tomorrow at 300pm. Barnes and Noble on 86th and Lexington in Manhattsn:-)
228687211984466000	505855552	neutral	Club Bodi may be out the question tonight
254063040033616000	30205761	positive	They say you are what you eat, but it's Friday and I don't care! #TGIF (@ Ogalo Crows Nest) http://4sq.com/R1YJSN�Â� 
258599234645946000	156884369	neutral	http://bit.ly/b6bkTH�Â�  Haye: Vitali deal 'signed': David Haye still expects a fight with Vita... http://bit.ly/RCJgbM�Â�  CLICK-1st-LINK! 2WIN
248514560703730000	612668530	objective	If you live in the South Orlando area, be on the lookout. @Wawa has its 6th site opening on October 30th near the Florida Mall!
263001786430923000	365101830	positive	Hey everyone! Who's excited for Cosplay Casino Night tomorrow?! It's in the Center for Social Justice, at our... http://fb.me/2yexYvRtS�Â� 
251654816416281000	363139446	negative	#NEW #SHIT 10 Things to Know for Friday: The U.S. Postal Service, on the brink of default on a second... http://bit.ly/SHGhDu�Â�  #NEW #SWAG
196318159245017000	523610266	positive	Heat vs Knicks gone be the best series in the 1st round..
261682124522918000	591859634	objective-OR-neutral	I'm going to Halestorm at Backstage Live in San Antonio, TX - Nov 10 http://bnds.in/Ou2CiH�Â� 
246705703996236000	156399860	objective-OR-neutral	Playstation Vita ordered. I should have it on Tuesday and then LBPV the Tuesday after that. :)
264213160515473000	576222964	negative	Man, I'm sorry for the death of MR.MITCH LUCKER. May he rest in PEACE.
234228215365906000	222037901	neutral	nickelodeon slimefest is on saturday 15th of September at the Hordern Pavilion near moore park feat. justice crew, stan walker and many more
234804357311377000	105983628	objective	Jinja Safari have Hiccups, catch them live this Thursday with Opossom and White Arrows on the Blind Date Tour http://ow.ly/cUYWt�Â� 
212255275858657000	173635297	positive	Just met with CJ, banjo player in @MatrimonyBand! Come out to Neighborhood Theatre on June 23rd for the concert! You won't want to miss it!!
171255380058456000	389283462	objective	Are U in NY? Do U want freedom for Khader Adnan? Are U awesome? If so, U better be at the rally in NY, Feb 20 4:30-7:30 at Israeli embassy
262295792990163000	160614463	objective	Raleigh and Fayette Counties have been added to the Winter Storm Watch from late Sunday to late Tuesday. Higher... http://fb.me/1nqu98H2X�Â� 
263814148385808000	277121916	neutral	Mass tomorrow then Retreat Friday with da homie @bradychant
222808037637898000	8345852	neutral	Well, monsoon coming in from the North and the Bomb Squad down in Midtown on the 15th. Time to go.
264167853849211000	286178742	positive	Tomorrow is going to be an easy day. Just show my bib cards for Eng which will be like 25 mins since I'm LAST then get my test back in math
264221041428144000	321447685	objective-OR-neutral	Hey! Lauren (clarinet!) would like you all to know about this event hosted by BRIC! Hey everyone, so on Sunday,... http://fb.me/268bok1aA�Â� 
264021043591655000	548550810	objective	Now gotta wait for Friday for the Knicks first game #3seed
172260611965719000	310888439	objective	On Thursday over fifty countries and international organisations will come together for the London Conference on... http://fb.me/JZlsET1t�Â� 
262678783247659000	12958582	positive	Damn. I would totally buy the Sun for this. @michaelroston: Future of news again: Free Hawkeye Lego with Murdoch's Sun http://pinterest.com/pin/118008452707468663/�Â� �â��¦
233924667994411000	524017518	negative	@WSJ: The U.S. Postal Service reported a $5.2 billion quarterly loss, says it is nearly out of cash.<-- Sat mail will be gone very soon...
257510586018042000	192047099	objective	haven't watched TTOA with Eng Sub yet. gotta sleep now. gonna watch it tomorrow. (~O~)zZ Gud nite tlist.
192269164512166000	65887183	neutral	played the song 'Ain't No Need To Worry (Album Version)' by THE WINANS on @myspace http://lnk.ms/X9241�Â� 
237943051551658000	159113544	positive	Our SE member the Alresford Community Choir to share the stage with Brit Award winning @TheBandBlake on Sep 15 @TRwinchester. How exciting!
263210807972741000	207958263	negative	Nobel Peace laureate Jose Ramos-Horta warned Monday that Syria risked becoming a new Somalia as he voiced pessim ... http://tf.to/a7bF6�Â� 
259924240667648000	52367065	positive	"I'm excited for Riri's 7th studio album ""Unapologetic"" See the album cover: pic.twitter.com/75sWc2pd"
252405498433896000	36271791	positive	Every Thursday I fall more and more in love with Maya Rudolph
263732590207463000	468684421	neutral	"Open Dialog is cosponsoring with GLOBES to present to you ""Searching for Social Justice"" next Wednesday at 6pm. http://fb.me/K5jLTghb�Â� "
253527691159040000	154622353	objective-OR-neutral	#WednesdayWisdom from the old @OzingaRMC Alsip Sign: Do it now, since it will be yesterday tomorrow. pic.twitter.com/Vc9dxiwJ
261285124740624000	76443889	positive	@alfredoflores follow @amandawanxo and meet her on NOVEMBER 26. she deserves to meet you,crew & justin. She'll be at the bell center at 4!.
261645470726775000	43775846	negative	extra point is no good. Its DSU 28, Morgan State 20 with 5:02 left in the 3rd quarter.
264153642704204000	918867804	neutral	I think Matty may have just implied that Max is doing a Christmas song. Or Lulu. Or Durston.
264240331028050000	412045249	objective-OR-neutral	@Jadeybugg4 if you get ungrounded tomorrow go to Lauren's birthday kickback
263447971448885000	357321526	objective	im spending my hole friday wit bo we gone blow sme keisha nd grab a pack of blacks nd watch the battle of lebron career vs. CARMELO ANTHONY
264225508240290000	46806490	objective	Scrubbin to the max tomorrow cause I gotta work out and leave for a game.
264059682132468000	220246772	negative	i keep thinking about the fact that MMG will be in lexington on saturday and i won't be there:(((((
247533926426481000	19123306	objective	White Arrows play The Earl on OCTOBER 9TH with Family of the Year and The New Cassettes. DON'T MISS THIS. http://fb.me/1C5fV8W7p�Â� 
262246468604277000	612208075	positive	"Volunteering 4 the Obama campaign this AM! But I keep waitin 4 #Olivia to come in yelling ""Super Tuesday is coming people!"" @KerryWashington"
261405148448948000	110210484	objective	Anonymous' WikiLeaks like Project Tyler to Launch in December: A hacker, who claims to be a member of the hackin... http://bit.ly/XXL9US�Â� 
264007446257865000	28801648	objective	Going to 3MPH: a Woman's Walk Around the ... at Chautauqua Community House on Mon, Nov 12 http://zvents.com/e/JgmeX/1V�Â� 
261906586769949000	146566504	positive	Erotic Asphyxiation, Evanescence, Strip Clubs and Kaaba have been the topics of my discussions today! Happy Friday?!
234784380227297000	271860573	positive	@sue_bryce hey sue. So excited to see you at WPPI U tomorrow. We're coming don Canada and would love to buy you a drink. @catG_photo
195299631553450000	366270281	objective	Tyga's Careless World moving down five spots to No. 48 with 8,300. Headed into his 10th week, the YMCB rapper's LP has sold 199,400 records.
199699072611914000	240529063	neutral	on my YM shit right now. just finished listening to I Am Not A Human Being. now going onto Pink Friday. after this, hello Careless World.
255665713581285000	36131421	objective	Oct 9 1888 The Washington Monument officially opened to the general public. Have you been to visit?
240006611387679000	235316687	objective	Today: Sefton v @AlderCC HOME 12noon - including President's Day; 2nd XI v @newtoncricket Away 12.45pm. Let's hope the forecast's wrong!
264145963524948000	45670287	objective-OR-neutral	S/o to one of my clients for the season ticks! SATURDAY WE ARE LIVE IN LEXINGTON LEVELS http://instagr.am/p/RgVaBxM3LR/�Â� 
172186257777115000	51633730	neutral	@mw55 what do you expect Thursday? Are you going to pull out that Mikey Magic on Duels day again? #hopeso
235238102011093000	225860930	positive	@swamy39 U proved to be a better scriptwriter than Shazia Ilmi. #Ramdev will end fast or move to Ramlila where he has permission till 30 Aug
262567075292275000	180787992	neutral	@RockstarGames Bring GTA3/Vice City 10th Anniversaries to the PS Vita!
208043876315963000	25800788	negative	So June 9th is the day. This is gonna be worse the the Galaxy Foams
251873043914322000	43950445	objective-OR-neutral	Watch live streaming video of the Pancake Day activities tomorrow at http://www.dailyiowegian.com/live�Â� ! Make sure you... http://fb.me/1exf6ZtRd�Â� 
263742676778774000	630958824	positive	Other than lemon tea&lemonade. Coke &Pepsi are my 2nd favorites. As unhealthy they are, i cant/wont stop drinking them,they're just so good
234343560151982000	313479710	objective-OR-neutral	#Queen is worried about Black M.Hence #Mumbai Riot See#MSM lies thin crowd @ Ramlila on 3rd day:http://www.firstpost.com/india/ramdev-defers-big-revolutionary-announcement-till-sunday-414975.html?utm_source=storypage�Â� �â��¦ n http://www.ibtl.in/column/1286/the-power-of-people-ramlila-maidan�Â� �â��¦
245211658002260000	402246371	objective	@Q98Rocks Presents: DETHKLOK with MACHINE HEAD, ALL THAT REMAINS, and BLACK DAHLIA MURDER! TUESDAY, NOVEMBER 13TH AT THE VENUE AT THE HUB!
247850018541818000	16383461	neutral	One more day left in Iqaluit. Back home in Ottawa tomorrow
261893299680453000	25990575	positive	Monday at Town Ballroom: RICHIE HAWTIN with LOCO DICE. Dude is so awesome. Tix still avail at http://afterdarkpresents.com�Â�  http://youtu.be/05ydm0WuOaM�Â� 
251153075165884000	606660403	negative	Watched The Wiggles for the 1st time. Was embarrassed for those men & then I remembered that they are probably FILTHY RICH. #parenting
262791989945332000	187067293	neutral	was sat watching Degrassi then came to the realisation that Little Things will be aired in a while.
264197175976813000	359484796	positive	The Knicks got the Heat at MSG tomorrow! Gonna be tough but we got this!! #knickstape #GoNewYork
262043188313874000	445074040	negative	"Madison don't wipe your black lines off !! ""It's like Ash Wednesday, you don't wipe that shit off."""
256118974742426000	369340641	objective-OR-neutral	If I'm a CiCi's buffet, these mosquitoes are going in on me like obese Catholics on the last Friday of Lent.
172468232459002000	218406660	negative	How have I missed that today is National Margarita Day?!?!? Kinda doesn't go with Ash Wednesday.....
200211372716458000	26859352	positive	Tonight's the decider -- will I be at the Garden friday night for Knicks/Heat game 6? Here's hoping for a miracle...
264188594040738000	441386611	negative	@Michael5SOS are you coming to nz tonight or tomorrow morning?? Waaa im so confused ):
246291934887416000	156884369	objective-OR-neutral	http://bit.ly/b6bkTH�Â�  Price: I'd take Vitali fight: David Price says he would fight Vitali K... http://bit.ly/PmG0QL�Â�  CLICK-1st-LINK! 2WIN
264236425250210000	479927901	positive	My Miami Heat are going to Demolish the New York Knicks tomorrow. I am from New York. But sorry knicks!!
263189210486411000	261643785	objective-OR-neutral	Indian Ocean with @simon_reeve got 1.4m viewers on Sunday with repeated programme about Somalia. More than double much trailed show on C4.
224705328644755000	273220665	positive	Blessed is the heart that bends, it will never be broken--- Lucas Scott Good pre-bedtime OTH after a busy day! Can't wait for tomorrow #zzzz
250737198708711000	27607898	positive	Freestyle Wednesday - #NP Big L, Jay Z, Mos Def, Black Thought, Eminem, Yelawolf... Love it
261917509110882000	21671311	neutral	Winter Storm Watch for portions of the WDBJ7 viewing area until 8:00pm Tuesday. http://bit.ly/J98BFD�Â� 
264213987527377000	591266632	positive	About India: Auto production may end FY13 with 6% growth: CMIE - Mumbai: Automobile production, which took a... http://tinyurl.com/d652po2�Â� 
260250471053287000	202833471	objective-OR-neutral	Sony's putting out a new PS3 Firmware Update on Tuesday that FINALLY lets you see your PS Vita trophies on PS3. About ****ing time, Sony.
263024121061982000	20022864	objective-OR-neutral	First 24 hours in London got given a free rail card, saw 3 squirrels going to work, may have found a home & there's big Alan rickman posters
238225963467538000	241264870	objective-OR-neutral	GM FBF, let's go ole skool today...The Winans, the choices 1) Tomorrow 2) Uphold Me or 3) Bring Back The Days, the voting begins now!
264184508297908000	254223047	neutral	"Just got the call the magazine is ready for pickup get your copy at the ""Hands That Heal Fashion Show"" Nov 4th Mr. Reggie 404-246-9582"
216442580437701000	438627768	negative	I just need to chill. Can't wait to unleash some aggression at Black Dahlia Murder tomorrow. #GonnaEndALife
264137507652903000	484450241	positive	So ready for my birthday. (((: the big SIXTEEN! #sweetsixteen november 22!
261959514520170000	741126950	objective	@isawn_furlan The pretty reckless, my chemical romance, a day to remember, 30 seconds to mars, hey monday, evanescence, mcfly etc ..
264006044366279000	73609593	positive	rita oras on xfactor on sunday which means she'll sing shine ya light which i love which makes me happy!:-)
239678747593286000	23790860	positive	Just caught the last few minutes of @orjan_nilsen's track Endymion on @SiriusXMArea. Great track to get ready for work with. Its my FRIDAY!!
262719324446409000	475149628	positive	Richie Hawtin - Monday Night - Buffalo Town Ballroom - Don't miss it!
247770260994941000	355114030	objective	So many shows in the near future: Metafest, Royal Teeth, M83, White Arrows, Grouplove, SweetTeaPumpkinPie Music Fest and Taking Back Sunday.
261747137723916000	14524704	negative	Dr Jan Radio 2uE tonight with David Oldfield re Kevin Rudd's sad loss of family cat. Pets deserve honouring cos they love unconditionally.
262143223819022000	343275114	positive	Real test for #Bayern this weekend against the in form Bayer Leverkusen. A win at home on Sunday will go a long way towards a 15 win streak.
245776133965103000	365397311	neutral	Just watched the 1st ever Elimination Chamber match I had no idea it was an hour long till it ended.
263445061696635000	100702708	objective	I just bought two tickets for the Sacramento Kings season opener on Monday! HYPED.
173939900830331000	98129620	positive	Rondo should be glad the All-Star game isn't hosted in DC with those Galaxy Foams on.
264124093958341000	192134970	objective	i'll make my bid for the adidas predator tomorrow Godwilling...
250265462385037000	374173016	objective-OR-neutral	Make sure everyone comes out to our first opener practice tomorrow at 6:30 at the Murphy Center in dance studio B!!!
172564470881726000	325106566	positive	Just whooped some ASS in kill confirmed with @QuiKGunZ and @PBrasfieldATO, tomorrow its back to makin kats cry in Gears3
212565239227625000	38574537	positive	I would like to trade President's Day and Columbus Day for the day after the Super Bowl and July 5th please.
263758254721606000	840572498	negative	I have to wait till Sunday to see Carmelo Anthony and the Knicks debut?
241066774475469000	395832501	positive	@geoffstults on September 5th, The Finder reaches italian tv (with the worst title translation ever). FINALLY!!! :D #finder #risolutore #sky
220700712261259000	27151879	neutral	According to the radio, Rihanna's Birthday Cake is the official 4th of July anthem. Sounds about right.
263897304828875000	247155990	objective-OR-neutral	Jennifer Aniston, Justin Theroux high end shopping; time to decorate the crib: Tuesday, E! Online shared the vid... http://bit.ly/YqtOnI�Â� 
258353062924665000	367789317	positive	I get to Procter the PSAT with my homie @KimaniAH tomorrow!!! It only took them three years to partner us up lol
262876682766139000	847726032	neutral	Bayern Munich goalkeeper Manuel Neuer shows he could play in midfield v Bayer Leverkusen: Bayern Munich may have... http://bit.ly/STk4yO�Â� 
262975345106510000	19772879	positive	Porto is even more amazing as the sun sets... http://instagr.am/p/RYBL-khjB1/�Â� 
196078091884446000	491756530	positive	Heat vs Knicks first round of playoffs tomorrow!!! #Lebron#Wade better bring it!!!
263711920597631000	76873446	negative	I guess Knicks/Heat is on for now. Pretty clear that tomorrow's game wasn't going to happen.
260948121150951000	844230990	neutral	@alfredoflores follow @amandawanxo , on november 26, find her outside the bell center and meet her. please? <31
264259572192133000	14432285	neutral	Last day in Jeddah. Will be in Brunei tomorrow night. And then Surabaya the following night. And then Bali the night after that. Whee!
263948238170763000	138283289	positive	Happy Birthday to the coolest golfer in Bali! @tjvictoriacnd !! :) may you become cooler and cooler everyday! Stay humble little sister! Xx
236579480351674000	496092613	neutral	ME& @QueenofCol going to Phuk The City Up Sept 15. we taking it back to Fairground for #BATTLEOFTHESEXES lets see who rock men/women
174423831245627000	116036831	neutral	watched Unofficially Yours with Richard Mark Morcella, his partner and Jaja Abastillas
263703279203144000	14616541	neutral	Who's appearing at the Houston Livestock Show and Rodeo come March? That is, other than George Strait?... http://tinyurl.com/cxg7xtd�Â� 
255984538059157000	165875443	objective-OR-neutral	There are now only EIGHT tickets left for @casualviolence 's November 5th show at the Leicester Square Theatre.. Get in quick folks!!!
264013304844931000	17593619	positive	if you LOVE to dance I hope to see you supporting this event. SATURDAY. all INFO on the flyer! http://fb.me/MjbUQWEj�Â� 
212176243980906000	190105242	neutral	"*raises hand*RT @NY_SexyLady: ""Tomorrow"" by The Winans is on my heart so heavy this morning... Wonder who needs to hear it!"
248549036922122000	523792960	neutral	November 3rd-Norfolk, VA-NorVa Theatre (NAS ONLY)November 4th-Washington,DC - DAR Constitution Hall......for you concert seekers out there !
238152318472815000	56680780	neutral	@KiranKS Those who justified Mumbai Police's incompetency for Aug 11 are the same ones who supported Delhi Police's action at Ramlila...!!
231779680938766000	15942614	neutral	@kinagrannis Two Birthday Cakes! One with Jelly Beans! I wonder what kind of Birthday Cake the 2nd one was? Goodnight Kina, Emi, and Misa.
264196730948571000	25633871	negative	The Knicks vs Nets game got moved all the way to the 26th damn
263020362793632000	87488623	negative	@sadulsterclown1 what lies have they told? Catholics may have been 'ethnically cleansed' in some areas but Protestants got it worse, no...
241148770769830000	442137561	neutral	Talk About The History of Valentine Day: Every February 14, across the United States and in other places around the... http://dlvr.it/24XClT�Â� 
198507786777276000	55922730	objective-OR-neutral	May I get a Lucas Scott for a sleepover tonight? Please! #DalalWantsLucasScott
262399606908936000	350429629	positive	Ash Wednesday lyric~ she shouts to the east god u better have something better for me cause if this is it, well i want better than this...
